user_id,age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score
1421,18,Male,Business,9.24,29,7.37,9,4,2,85,165,2
1422,51,Male,Business,6.76,55,8.01,2,8,0,91,165,1
1423,43,Male,Teacher,6.83,52,6.67,9,6,4,34,21,6
1424,19,Male,Teacher,3.27,39,7.98,9,2,3,83,23,4
1425,30,Male,Teacher,7.07,116,6.58,4,8,5,100,295,3
1426,40,Female,Doctor,5.86,98,6.19,8,2,5,51,152,3
1427,25,Female,Teacher,9.19,105,5.59,4,2,3,3,276,2
1428,55,Female,Doctor,5.95,94,4.54,6,7,0,51,284,8
1429,59,Male,Business,6.06,34,6.58,8,8,3,0,141,5
1430,39,Male,Teacher,6.97,79,7.98,3,4,3,99,81,2
1431,33,Female,Teacher,2.13,33,7.67,7,4,2,75,243,3
1432,32,Male,Teacher,1.91,51,5.72,1,4,3,3,41,6
1433,32,Male,Business,8.63,114,6.67,9,1,5,107,228,7
1434,50,Female,Student,4.11,119,7.11,7,7,0,109,220,6
1435,39,Female,Designer,6.02,10,7.28,7,1,0,51,280,9
1436,49,Female,Designer,6.11,115,4.97,3,1,2,81,176,3
1437,51,Male,Doctor,7.42,23,4.05,8,5,4,43,280,2
1438,32,Female,Business,2.53,105,8.85,4,6,4,111,39,2
1439,57,Female,Teacher,9.78,25,5.12,7,6,2,28,269,9
1440,55,Female,Designer,4.78,102,7.46,6,2,1,110,111,3
1441,22,Female,Business,8.99,95,5.01,6,6,3,83,289,3
1442,47,Male,Business,5.12,9,4.03,1,3,1,42,89,3
1443,41,Female,Student,3.39,10,6.12,8,9,5,15,51,2
1444,45,Male,Business,9.34,68,6.59,7,3,4,41,182,6
1445,47,Female,Student,2.83,63,6.42,2,4,2,86,99,3
1446,32,Female,Doctor,2.89,28,4.03,3,1,4,45,249,1
1447,34,Male,Engineer,4.38,31,7.12,5,3,0,99,82,9
1448,37,Female,Student,1.79,65,8.55,3,9,0,47,25,1
1449,27,Female,Doctor,4.63,54,6.32,2,1,3,96,129,8
1450,49,Female,Teacher,8.02,19,4.4,9,8,3,47,48,8
1451,27,Male,Engineer,9.29,66,4.92,2,5,0,109,291,8
1452,42,Female,Student,9.29,118,5.34,4,3,3,2,276,3
1453,52,Male,Designer,5.48,87,6.65,3,4,3,97,226,6
1454,26,Female,Business,1.96,43,8.21,7,6,2,71,264,4
1455,42,Female,Student,5.34,74,4.17,9,6,4,92,162,7
1456,27,Male,Teacher,4.8,41,4.13,1,6,1,61,224,9
1457,18,Female,Teacher,6.95,71,7.46,4,8,0,20,32,8
1458,33,Male,Business,7.72,61,8.06,3,4,0,25,122,8
1459,39,Male,Business,6.24,14,6.31,6,4,3,75,232,4
1460,34,Male,Teacher,3.38,38,5.08,8,1,0,81,256,1
1461,57,Male,Doctor,7.16,101,5.75,6,5,0,75,86,8
1462,18,Male,Student,8.62,16,6.62,4,5,4,17,232,5
1463,57,Male,Engineer,5.43,47,4.91,9,2,3,112,94,7
1464,32,Female,Student,4.71,18,5.89,8,5,1,70,92,7
1465,48,Male,Designer,3.63,81,6.72,2,2,4,19,101,7
1466,27,Male,Engineer,1.79,94,5.7,6,2,2,31,76,7
1467,23,Male,Doctor,5.31,95,6.58,3,7,4,118,293,9
1468,35,Female,Teacher,7.86,58,4.97,6,3,0,18,124,1
1469,55,Female,Student,1.88,68,8.6,8,9,3,85,186,7
1470,49,Female,Business,6.1,47,8.61,6,1,3,31,24,7
1471,45,Male,Business,9.97,108,4.14,3,8,4,1,230,3
1472,29,Male,Student,3.11,37,6.32,1,3,4,72,105,8
1473,38,Male,Designer,2.04,84,6.93,3,3,0,94,113,8
1474,58,Male,Engineer,4.79,52,8.15,5,7,2,75,265,6
1475,41,Male,Business,2.03,76,6.37,2,9,0,2,296,1
1476,42,Female,Doctor,4.27,17,6.84,3,4,2,54,109,7
1477,40,Male,Doctor,3.87,57,7.31,9,5,1,13,77,3
1478,52,Female,Student,2.64,23,7.44,3,8,5,55,58,5
1479,54,Male,Teacher,8.06,34,7.81,3,2,5,109,36,8
1480,52,Female,Student,2.14,67,4.06,8,6,3,9,38,1
1481,24,Female,Business,8.04,13,7.1,4,9,1,18,210,1
1482,50,Female,Business,3.32,15,4.08,1,8,2,15,161,6
1483,52,Male,Doctor,5.24,38,7.7,9,1,3,49,27,6
1484,43,Female,Designer,6.99,13,5.88,9,2,2,20,114,4
1485,53,Male,Doctor,8.12,48,7.24,2,2,5,87,255,4
1486,32,Male,Doctor,4.79,87,5.66,8,6,4,46,250,6
1487,30,Male,Doctor,4.63,21,8.75,5,3,0,74,99,4
1488,35,Male,Teacher,8.54,95,4.05,1,3,1,68,105,9
1489,30,Male,Doctor,7.72,42,6.77,1,1,4,96,253,9
1490,53,Male,Business,8.19,24,5.58,9,8,5,74,62,5
1491,33,Male,Business,4.96,61,7.94,9,5,3,14,115,2
1492,20,Female,Engineer,3.52,91,8.41,7,3,4,29,20,5
1493,51,Female,Student,5.05,25,8.04,9,7,5,86,184,3
1494,27,Male,Teacher,7.72,34,4.21,3,6,2,91,182,3
1495,55,Male,Teacher,9.0,63,5.36,9,9,1,55,89,1
1496,54,Male,Business,3.41,53,7.14,4,2,3,2,222,2
1497,37,Female,Business,6.39,42,6.76,4,5,2,79,61,2
1498,40,Male,Engineer,1.66,84,6.14,3,9,2,111,197,7
1499,29,Female,Business,1.25,26,6.55,2,8,1,16,77,5
1500,23,Male,Student,3.78,64,8.18,9,3,3,14,127,9
1501,26,Female,Doctor,2.12,52,6.21,9,9,5,93,49,3
1502,22,Male,Student,5.27,58,5.14,7,4,4,115,235,6
1503,21,Male,Teacher,6.26,45,6.67,6,1,5,96,240,2
1504,57,Male,Engineer,2.06,44,4.26,1,3,5,12,25,3
1505,24,Female,Doctor,8.94,112,7.35,4,3,5,43,187,6
1506,26,Female,Designer,8.75,12,7.94,3,7,3,109,243,2
1507,29,Male,Business,9.29,57,6.04,7,3,3,64,140,4
1508,59,Female,Student,2.72,86,6.59,2,5,5,32,293,3
1509,23,Male,Business,5.98,39,8.22,1,2,2,56,26,3
1510,32,Male,Engineer,5.58,10,8.03,5,5,0,19,23,1
1511,43,Female,Student,7.65,56,6.13,7,2,0,109,290,9
1512,55,Female,Designer,9.1,118,4.5,5,9,5,108,107,9
1513,57,Female,Student,4.71,18,5.09,5,2,1,110,22,1
1514,40,Male,Doctor,7.02,101,5.32,2,3,5,27,120,1
1515,53,Male,Teacher,5.37,45,7.68,4,4,2,113,243,2
1516,49,Male,Doctor,7.22,97,6.05,3,9,1,41,148,1
1517,45,Female,Student,9.71,73,5.02,2,4,4,45,224,1
1518,59,Male,Student,7.03,48,8.71,6,3,3,20,73,1
1519,33,Female,Designer,2.34,46,5.53,3,9,3,83,217,5
1520,32,Male,Teacher,4.01,13,8.92,7,1,3,3,47,4
1521,58,Female,Student,1.22,54,4.49,7,5,3,66,31,2
1522,27,Female,Doctor,5.25,54,5.7,3,4,3,43,92,1
1523,35,Male,Teacher,5.26,22,4.71,5,6,5,72,60,4
1524,59,Male,Doctor,1.26,48,5.67,1,8,0,49,192,3
1525,58,Female,Designer,7.81,50,6.32,3,6,5,107,176,4
1526,35,Male,Business,6.86,20,7.16,1,2,5,65,178,9
1527,22,Male,Student,4.51,112,6.51,9,5,2,84,25,7
1528,24,Male,Doctor,6.35,119,8.3,7,6,5,64,188,9
1529,46,Male,Business,5.57,36,6.11,6,4,1,81,98,4
1530,52,Male,Business,3.29,65,4.59,5,1,1,72,30,7
1531,51,Female,Doctor,4.28,53,6.4,4,3,4,47,30,7
1532,38,Male,Engineer,7.68,54,5.34,5,4,3,64,22,5
1533,49,Male,Business,6.27,27,4.85,9,4,4,51,115,4
1534,58,Male,Business,6.23,109,7.49,4,7,4,83,273,1
1535,30,Female,Doctor,7.26,107,4.91,1,6,3,74,150,4
1536,25,Female,Doctor,6.82,72,6.61,1,6,1,26,262,6
1537,22,Female,Engineer,1.69,118,7.31,2,9,3,33,280,3
1538,55,Male,Designer,6.9,102,6.57,8,5,4,107,176,2
1539,35,Female,Business,6.07,21,5.08,7,5,0,95,161,6
1540,58,Male,Business,8.99,110,4.17,6,5,3,87,101,9
1541,53,Male,Designer,2.08,32,6.01,9,6,5,118,241,6
1542,26,Female,Teacher,3.02,43,8.66,5,9,5,119,199,5
1543,23,Female,Engineer,8.69,44,8.24,3,7,0,81,277,6
1544,22,Male,Student,6.48,28,7.7,5,1,5,99,77,2
1545,51,Male,Student,7.88,64,5.43,5,8,0,16,266,8
1546,18,Female,Doctor,7.82,46,6.01,3,2,0,61,189,2
1547,23,Female,Business,8.59,10,8.75,1,2,4,59,121,5
1548,21,Female,Engineer,8.78,108,4.07,5,4,4,24,283,4
1549,31,Female,Designer,9.45,115,5.31,1,6,1,116,167,7
1550,24,Female,Doctor,3.29,99,4.11,7,4,2,7,40,3
1551,24,Female,Student,4.73,66,5.75,2,9,1,105,221,1
1552,51,Male,Business,2.98,92,6.58,9,9,3,41,295,3
1553,24,Male,Student,6.79,119,7.23,6,5,4,103,253,2
1554,47,Male,Teacher,2.36,115,8.82,7,1,3,50,53,6
1555,48,Male,Doctor,4.22,34,6.56,4,2,3,48,107,6
1556,48,Male,Student,1.8,81,7.86,8,2,1,35,60,8
1557,28,Female,Engineer,2.31,58,7.33,4,6,0,106,252,7
1558,53,Male,Doctor,2.14,9,6.21,1,2,5,110,292,4
1559,56,Male,Student,6.75,85,7.3,4,8,2,99,280,6
1560,36,Male,Designer,6.06,54,4.27,2,7,5,23,154,2
1561,20,Male,Business,3.46,115,4.2,1,4,3,37,61,1
1562,36,Male,Doctor,8.42,30,6.42,9,5,2,75,273,7
1563,30,Female,Business,1.34,23,5.07,3,7,4,52,234,1
1564,26,Male,Student,3.94,116,7.84,1,8,1,26,51,1
1565,33,Male,Engineer,4.83,17,6.64,1,2,2,52,169,6
1566,49,Female,Teacher,7.71,71,7.77,1,4,5,108,105,1
1567,20,Female,Teacher,1.21,49,4.34,2,6,1,52,140,2
1568,32,Male,Teacher,1.61,109,6.86,8,2,0,94,99,2
1569,50,Male,Student,9.63,106,8.28,6,7,5,87,87,9
1570,34,Female,Business,4.56,12,7.18,9,9,5,55,132,3
1571,53,Male,Student,5.31,28,4.85,4,6,3,44,48,5
1572,47,Male,Business,7.89,18,4.34,6,6,0,0,43,3
1573,55,Female,Doctor,8.53,91,6.33,8,9,1,107,62,9
1574,24,Female,Teacher,9.83,34,6.03,6,1,0,7,222,2
1575,21,Female,Teacher,5.97,71,8.26,6,9,3,15,272,2
1576,47,Male,Engineer,1.32,90,5.14,2,7,5,92,246,2
1577,31,Male,Doctor,4.03,66,7.53,3,9,0,68,253,5
1578,31,Female,Designer,1.64,67,8.92,8,7,2,92,224,3
1579,35,Male,Teacher,9.51,100,4.69,7,8,0,30,62,9
1580,53,Female,Business,1.89,95,4.85,8,4,1,97,243,9
1581,29,Male,Student,5.07,35,4.1,7,8,3,16,263,6
1582,46,Male,Teacher,8.14,91,5.18,9,9,5,110,114,6
1583,22,Male,Engineer,6.73,88,5.64,1,8,4,108,207,9
1584,21,Female,Designer,8.41,20,7.29,2,8,3,18,92,6
1585,36,Female,Engineer,9.02,7,5.65,4,1,4,16,66,3
1586,58,Male,Designer,7.89,81,8.27,9,7,4,61,115,1
1587,43,Male,Student,7.67,107,8.42,1,2,4,101,55,8
1588,41,Female,Engineer,2.73,13,4.25,4,3,2,90,228,3
1589,36,Male,Student,1.29,10,8.75,9,8,0,82,278,5
1590,30,Female,Business,6.76,101,4.94,4,4,0,117,99,1
1591,45,Female,Designer,5.31,22,4.69,7,6,1,43,27,7
1592,50,Female,Student,6.88,8,6.81,6,7,3,114,144,2
1593,45,Male,Student,5.17,80,6.07,2,4,3,18,94,7
1594,41,Female,Doctor,5.43,28,4.7,1,1,1,50,75,8
1595,51,Female,Teacher,9.85,82,7.99,2,3,0,44,299,4
1596,28,Male,Designer,6.98,90,4.97,7,5,0,68,181,6
1597,25,Male,Designer,6.67,80,7.98,3,9,4,69,134,6
1598,49,Male,Business,7.81,97,5.37,5,5,5,44,169,1
1599,45,Female,Business,9.21,74,6.31,3,2,0,115,160,9
1600,56,Male,Designer,6.0,58,8.31,8,4,4,96,295,2
1601,21,Female,Business,4.0,94,7.18,2,2,2,87,39,6
1602,48,Male,Business,1.04,21,7.65,1,7,4,64,53,2
1603,32,Male,Designer,8.02,70,6.34,7,9,5,111,135,9
1604,50,Female,Student,9.5,34,7.32,6,2,5,29,154,1
1605,41,Female,Student,8.83,14,4.82,5,4,3,79,58,8
1606,54,Male,Teacher,8.1,60,6.27,1,4,4,109,98,5
1607,28,Female,Student,8.5,55,8.16,1,7,5,0,132,9
1608,55,Male,Doctor,7.11,95,7.24,9,9,1,41,298,1
1609,45,Male,Business,2.89,91,6.2,6,3,0,36,231,5
1610,39,Male,Designer,1.59,55,6.2,2,3,0,41,122,3
1611,43,Male,Engineer,1.65,15,6.96,3,3,1,90,133,5
1612,43,Male,Designer,3.99,8,7.49,4,5,5,69,84,9
1613,30,Male,Doctor,4.0,97,6.69,2,4,5,56,275,5
1614,41,Female,Designer,4.87,116,4.36,9,7,4,119,42,2
1615,59,Male,Doctor,5.6,100,4.5,2,4,4,86,184,3
1616,34,Male,Teacher,2.46,56,7.83,4,3,2,39,172,1
1617,37,Male,Designer,7.16,43,5.34,9,8,4,100,121,9
1618,19,Male,Designer,8.47,51,5.43,5,3,4,11,217,1
1619,50,Female,Designer,3.87,39,6.41,8,5,2,40,215,3
1620,44,Female,Doctor,9.33,73,7.46,9,3,1,112,184,3
1621,48,Male,Engineer,2.75,40,6.12,1,9,5,75,281,7
1622,26,Female,Designer,9.07,52,5.38,5,9,0,18,109,4
1623,20,Male,Student,3.89,98,8.76,9,6,2,116,246,9
1624,32,Male,Doctor,2.55,79,5.84,6,4,1,112,118,9
1625,48,Female,Teacher,4.63,49,6.42,4,2,3,74,289,8
1626,54,Male,Designer,4.25,26,4.52,6,1,2,12,199,6
1627,21,Male,Doctor,2.32,87,5.61,5,1,5,51,65,8
1628,56,Male,Teacher,5.33,23,7.6,4,5,4,6,270,5
1629,51,Female,Student,8.97,61,7.22,5,4,1,92,226,4
1630,23,Female,Designer,4.06,47,7.91,3,1,0,5,85,4
1631,43,Male,Student,9.31,46,4.12,9,3,2,89,222,9
1632,20,Female,Designer,8.65,34,7.62,9,5,1,65,284,1
1633,29,Male,Teacher,9.24,95,8.09,4,8,3,77,226,1
1634,43,Female,Engineer,1.01,101,7.25,4,3,1,82,46,7
1635,32,Male,Doctor,5.58,75,7.22,6,5,1,118,242,3
1636,38,Female,Designer,8.03,102,8.18,1,1,5,106,171,8
1637,19,Male,Designer,8.69,116,7.88,2,8,2,53,61,8
1638,31,Male,Engineer,4.44,90,5.6,8,9,4,52,93,4
1639,53,Male,Teacher,5.9,72,5.61,4,8,5,117,71,6
1640,37,Female,Student,5.09,55,6.03,2,3,1,31,195,4
1641,21,Female,Doctor,2.15,40,7.52,6,6,0,25,267,6
1642,28,Female,Doctor,2.59,32,6.36,2,3,1,79,94,5
1643,53,Female,Student,6.65,38,6.08,1,9,4,65,256,1
1644,42,Female,Student,4.81,117,4.41,1,6,0,52,198,7
1645,55,Female,Student,2.05,46,7.47,6,7,0,79,153,8
1646,32,Female,Designer,5.53,107,7.26,7,5,0,72,237,7
1647,39,Female,Designer,8.68,108,5.53,8,5,0,55,215,8
1648,44,Female,Business,9.45,86,8.63,6,8,2,49,255,3
1649,43,Male,Student,4.95,77,4.7,4,6,1,19,41,7
1650,38,Male,Designer,4.24,29,4.2,9,5,5,90,194,8
1651,54,Female,Engineer,8.36,94,5.89,3,3,1,30,47,8
1652,43,Male,Designer,1.51,90,5.46,8,1,5,19,93,7
1653,26,Female,Student,2.7,9,4.61,8,1,3,36,72,7
1654,29,Male,Teacher,4.16,50,5.69,4,7,4,49,261,3
1655,34,Female,Doctor,3.2,114,8.63,6,3,2,26,64,1
1656,43,Female,Designer,3.78,87,7.57,7,7,4,50,82,5
1657,27,Female,Business,8.12,58,8.72,8,3,5,62,108,3
1658,27,Male,Teacher,2.43,11,7.51,3,8,2,38,241,9
1659,20,Male,Designer,7.04,52,7.12,3,6,2,50,151,4
1660,20,Female,Doctor,9.3,71,5.31,1,1,3,70,86,3
1661,35,Male,Student,1.11,86,6.84,6,7,3,26,204,6
1662,50,Male,Business,3.54,38,8.84,8,3,2,40,233,6
1663,53,Male,Engineer,1.75,51,5.19,9,4,3,67,145,5
1664,57,Female,Doctor,6.45,26,4.07,4,2,2,10,282,2
1665,40,Male,Teacher,6.86,118,7.3,2,9,0,19,75,1
1666,39,Female,Engineer,6.28,38,7.34,7,3,1,118,201,2
1667,56,Male,Business,3.5,55,6.71,3,1,3,53,73,1
1668,27,Female,Business,8.75,73,7.73,2,1,5,99,111,9
1669,54,Female,Designer,9.19,101,4.29,3,2,1,56,147,3
1670,30,Female,Engineer,4.31,19,5.89,2,2,2,80,201,9
1671,20,Male,Doctor,8.45,50,6.6,5,6,2,29,119,3
1672,58,Female,Student,6.03,42,6.76,3,6,3,33,120,2
1673,18,Male,Teacher,3.77,49,8.12,8,6,5,24,229,6
1674,57,Male,Teacher,9.46,115,4.9,4,7,1,76,219,8
1675,42,Male,Business,7.74,99,6.98,5,5,0,119,99,7
1676,58,Male,Business,2.56,75,4.05,1,6,3,39,87,7
1677,41,Male,Doctor,1.17,44,8.86,1,7,1,101,166,4
1678,31,Female,Business,7.57,54,6.28,5,2,1,28,292,9
1679,20,Male,Business,4.55,20,8.64,1,4,3,79,157,4
1680,49,Male,Doctor,8.65,78,7.31,7,2,2,7,275,1
1681,31,Female,Doctor,2.77,98,4.22,7,7,5,65,162,1
1682,41,Female,Student,4.68,38,4.84,3,8,5,51,282,9
1683,44,Male,Business,9.53,109,8.34,8,4,2,36,116,1
1684,19,Male,Doctor,9.41,25,5.51,7,6,0,54,54,4
1685,41,Female,Student,2.96,66,5.6,5,2,5,30,64,3
1686,20,Male,Engineer,9.42,25,5.92,2,1,4,80,265,8
1687,55,Male,Teacher,3.82,61,4.83,4,8,5,56,211,6
1688,41,Male,Designer,4.85,90,5.0,2,1,4,11,175,5
1689,48,Female,Student,7.87,119,8.56,7,2,4,80,214,3
1690,25,Female,Engineer,5.01,30,5.43,9,3,5,44,170,1
1691,42,Female,Designer,1.33,29,5.47,6,7,3,18,243,5
1692,59,Male,Designer,1.76,31,7.5,6,5,5,115,211,9
1693,42,Male,Designer,2.77,12,6.31,6,5,5,57,89,1
1694,38,Male,Doctor,4.9,114,7.9,1,9,5,4,86,7
1695,33,Male,Business,8.8,118,8.64,8,3,3,46,124,5
1696,53,Male,Doctor,7.87,115,8.22,4,9,2,68,43,7
1697,23,Female,Designer,6.99,29,8.95,6,9,3,18,113,9
1698,44,Male,Teacher,5.82,38,5.0,6,3,3,50,272,6
1699,41,Male,Student,4.48,54,4.08,3,1,4,95,75,8
1700,28,Male,Student,9.64,16,4.24,4,4,0,43,277,9
1701,36,Male,Teacher,5.54,36,7.94,1,5,1,103,228,6
1702,22,Female,Teacher,8.96,59,6.98,8,2,2,90,175,6
1703,53,Male,Business,2.78,61,5.73,5,8,3,76,55,7
1704,28,Male,Doctor,7.83,72,6.5,9,8,1,10,246,1
1705,56,Female,Engineer,6.92,6,7.05,8,3,5,84,266,3
1706,48,Male,Business,8.44,10,6.62,2,6,2,41,225,4
1707,33,Female,Teacher,1.6,23,6.21,8,4,3,11,49,1
1708,25,Male,Business,4.13,6,8.41,9,4,5,7,108,9
1709,24,Female,Engineer,2.74,100,7.78,3,9,5,46,167,4
1710,21,Male,Engineer,7.69,40,8.16,8,3,2,21,282,7
1711,20,Female,Doctor,2.54,38,8.91,8,6,3,18,42,3
1712,59,Male,Designer,6.56,65,8.59,6,9,1,91,34,6
1713,58,Female,Business,5.18,17,7.24,2,9,5,71,33,8
1714,29,Male,Student,9.1,29,6.94,4,2,2,53,278,9
1715,21,Male,Student,1.56,22,7.37,9,1,4,12,296,7
1716,20,Female,Engineer,5.1,24,7.01,6,8,1,89,235,1
1717,50,Female,Business,6.38,65,8.9,3,7,3,119,72,3
1718,45,Female,Teacher,6.09,77,8.95,9,4,1,4,130,9
1719,22,Male,Engineer,9.14,116,4.38,1,6,1,110,57,3
1720,21,Male,Engineer,7.34,36,4.32,4,2,5,83,157,3
1721,48,Female,Business,6.72,52,8.67,2,1,5,47,297,4
1722,35,Female,Designer,3.99,114,7.88,1,3,5,77,92,7
1723,55,Male,Student,2.03,69,4.61,8,7,4,7,114,4
1724,55,Female,Teacher,3.97,50,8.26,8,6,2,40,132,7
1725,46,Male,Designer,1.09,107,8.58,6,5,0,87,157,8
1726,32,Male,Teacher,9.56,83,6.38,8,7,0,8,270,3
1727,35,Female,Student,3.51,101,4.47,5,6,5,48,99,8
1728,20,Female,Designer,9.65,72,4.71,5,4,0,26,182,7
1729,45,Female,Teacher,5.28,90,6.46,2,3,2,34,140,3
1730,45,Female,Designer,9.86,6,6.99,9,9,3,33,188,9
1731,31,Female,Student,7.06,21,5.23,4,4,1,52,181,4
1732,41,Female,Student,4.38,106,5.4,8,8,0,27,292,4
1733,40,Male,Doctor,2.41,99,8.57,7,6,2,12,101,1
1734,55,Female,Designer,2.69,23,8.63,4,3,1,43,158,1
1735,41,Male,Engineer,4.92,85,5.22,5,9,3,89,263,6
1736,19,Male,Designer,6.64,77,7.78,4,1,3,69,185,9
1737,24,Female,Designer,4.02,29,4.86,5,1,1,105,185,2
1738,59,Female,Teacher,7.77,66,7.07,4,5,3,17,98,9
1739,36,Male,Engineer,3.55,95,6.78,5,9,1,57,152,8
1740,39,Male,Doctor,1.46,12,5.14,2,1,0,24,137,4
1741,50,Female,Business,7.74,81,4.57,8,6,2,22,25,8
1742,18,Female,Engineer,1.17,53,5.65,6,9,1,23,146,4
1743,58,Male,Engineer,9.95,36,5.57,1,6,1,118,50,5
1744,19,Female,Business,6.71,53,4.42,7,9,0,96,255,1
1745,41,Female,Business,8.25,41,5.95,1,5,3,26,55,7
1746,50,Female,Business,6.48,108,6.72,9,7,4,67,43,4
1747,51,Male,Doctor,2.16,37,6.76,7,6,2,14,152,5
1748,44,Female,Doctor,7.75,106,7.11,1,1,5,112,144,8
1749,27,Male,Designer,1.29,22,8.24,6,6,2,92,167,7
1750,22,Male,Business,5.25,97,8.77,2,3,3,29,161,9
1751,39,Female,Teacher,2.26,87,8.72,8,3,2,118,191,3
1752,31,Male,Designer,7.95,6,4.91,1,4,0,101,89,7
1753,54,Female,Teacher,5.21,23,5.43,7,5,0,11,270,2
1754,51,Male,Designer,3.24,63,5.21,9,4,5,33,180,2
1755,19,Female,Engineer,9.59,48,7.32,2,2,5,97,148,9
1756,38,Male,Designer,3.33,105,6.86,7,9,3,14,41,4
1757,30,Male,Student,7.38,23,6.1,3,3,3,20,195,9
1758,32,Female,Business,9.62,115,7.71,6,1,3,104,149,1
1759,20,Male,Designer,8.55,13,7.24,8,3,1,6,213,9
1760,54,Male,Teacher,3.3,102,8.91,5,9,0,101,157,5
1761,33,Female,Teacher,3.05,105,7.03,5,7,5,5,197,5
1762,34,Male,Doctor,1.76,19,4.05,4,6,1,61,248,7
1763,27,Male,Engineer,5.48,112,7.26,8,7,3,27,256,5
1764,45,Male,Designer,1.68,95,6.08,5,1,4,64,235,9
1765,56,Male,Designer,4.12,17,6.05,9,7,1,57,184,6
1766,59,Male,Engineer,4.16,116,7.64,9,5,0,20,34,2
1767,28,Female,Doctor,3.79,37,7.05,8,1,0,9,63,8
1768,48,Female,Engineer,9.95,99,5.06,4,8,4,75,39,1
1769,29,Female,Doctor,9.06,22,4.28,1,2,0,89,125,3
1770,49,Male,Doctor,5.3,67,5.94,4,7,1,102,192,5
1771,41,Male,Designer,9.51,111,6.89,5,9,0,77,192,3
1772,44,Female,Business,4.91,79,8.52,8,6,4,26,24,3
1773,21,Female,Designer,8.52,53,6.87,9,6,0,53,55,3
1774,27,Male,Student,1.9,45,5.34,9,2,5,74,102,9
1775,38,Female,Engineer,7.18,90,5.06,9,4,1,118,214,4
1776,46,Male,Student,4.45,48,8.46,9,6,1,28,139,1
1777,22,Male,Teacher,5.97,29,7.59,7,7,4,61,273,6
1778,42,Female,Business,9.73,25,8.4,9,2,1,95,224,1
1779,42,Male,Business,9.75,116,7.24,7,6,3,81,255,4
1780,25,Male,Doctor,3.96,96,4.08,2,8,0,101,158,6
1781,24,Male,Business,8.59,111,5.29,3,7,4,36,205,7
1782,36,Male,Teacher,5.63,103,8.77,1,5,5,118,238,1
1783,18,Female,Business,2.08,22,6.32,2,4,5,7,284,4
1784,36,Male,Teacher,7.7,52,8.7,8,2,2,12,59,9
1785,34,Male,Student,3.59,87,8.59,8,1,0,87,142,5
1786,52,Female,Designer,4.85,86,4.46,4,6,1,11,57,4
1787,48,Female,Teacher,7.17,100,7.54,4,7,5,102,216,6
1788,23,Male,Designer,1.89,58,8.29,9,1,5,22,42,4
1789,20,Female,Doctor,1.48,49,5.01,8,6,2,62,141,6
1790,29,Male,Engineer,8.8,38,4.7,8,9,3,16,208,6
1791,47,Male,Doctor,8.87,107,5.12,7,4,2,6,258,2
1792,57,Male,Engineer,6.03,116,8.89,2,5,5,60,245,9
1793,58,Female,Engineer,4.84,111,6.81,6,9,1,111,297,6
1794,58,Male,Teacher,6.25,14,5.05,2,3,5,27,89,6
1795,22,Male,Designer,1.64,81,6.79,8,4,2,14,103,1
1796,27,Male,Teacher,6.75,82,4.68,5,7,4,39,294,7
1797,26,Female,Business,9.18,5,4.37,6,2,0,42,110,2
1798,44,Male,Designer,8.42,80,8.43,5,1,1,16,296,7
1799,58,Female,Student,4.91,49,5.92,7,3,2,17,94,6
1800,51,Male,Engineer,9.5,31,5.24,1,9,2,89,83,1
1801,51,Male,Engineer,3.32,68,5.51,9,2,2,64,110,2
1802,23,Female,Engineer,6.6,108,4.91,9,1,0,10,238,6
1803,31,Male,Doctor,5.61,54,8.29,2,4,0,117,70,7
1804,52,Female,Doctor,2.2,46,7.92,9,5,3,67,62,9
1805,21,Female,Doctor,1.72,44,8.82,9,2,3,22,216,7
1806,39,Female,Engineer,5.48,93,7.4,7,5,0,18,294,5
1807,55,Female,Teacher,1.04,51,7.19,4,1,3,104,280,2
1808,58,Female,Business,6.65,20,4.59,5,2,2,45,44,6
1809,47,Female,Teacher,3.34,57,7.29,7,6,4,35,185,4
1810,39,Male,Doctor,7.87,14,5.71,1,5,2,13,23,5
1811,37,Male,Doctor,5.09,44,7.15,9,8,4,70,195,5
1812,23,Female,Teacher,7.76,27,6.38,2,9,2,89,222,8
1813,55,Male,Doctor,4.43,24,8.91,6,8,3,78,176,2
1814,46,Female,Teacher,8.87,57,5.61,6,5,2,7,226,5
1815,31,Male,Doctor,8.18,18,7.37,6,9,2,58,106,1
1816,34,Male,Engineer,2.65,71,8.84,4,9,1,17,120,8
1817,56,Male,Business,7.5,104,6.69,8,3,5,89,98,5
1818,35,Male,Engineer,1.92,107,5.19,4,1,1,119,295,1
1819,26,Male,Doctor,1.84,96,7.32,5,5,2,14,243,8
1820,43,Female,Teacher,5.31,79,7.04,1,1,1,6,65,4
1821,42,Female,Doctor,2.01,24,8.13,1,8,5,115,200,3
1822,49,Female,Designer,8.94,56,7.07,7,4,1,117,141,7
1823,55,Male,Student,4.95,18,8.07,3,7,5,5,230,6
1824,51,Male,Doctor,8.01,99,6.32,4,6,4,91,125,5
1825,43,Female,Student,9.23,28,7.37,3,6,1,89,203,7
1826,32,Female,Engineer,5.71,30,5.5,6,1,4,29,225,5
1827,43,Male,Teacher,6.55,34,8.07,6,2,5,25,195,9
